"Station Name","QUEBEC INTL A"
"Province","QUEBEC"
"Latitude","46.79"
"Longitude","-71.39"
"Elevation","74.40"
"Climate Identifier","7016293"
"WMO Identifier",""
"TC Identifier","YQB"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-02-24 15:00","2016","02","24","15:00","-2.1","","-3.2","","92","","6","","22","","1.2","","100.95","","","","-8","","Snow"
"2016-02-24 16:00","2016","02","24","16:00","-2.0","","-3.1","","92","","7","","25","","1.2","","100.78","","","","-8","","Snow"
"2016-02-24 17:00","2016","02","24","17:00","-2.1","","-3.4","","91","","7","","29","","1.2","","100.62","","","","-9","","Snow"
"2016-02-24 18:00","2016","02","24","18:00","-2.2","","-3.3","","92","","7","","40","","1.2","","100.49","","","","-10","","Snow,Ice Pellets"
"2016-02-24 19:00","2016","02","24","19:00","-2.3","","-3.4","","92","","6","","44","","1.2","","100.19","","","","-11","","Snow,Ice Pellets"
"2016-02-24 20:00","2016","02","24","20:00","-1.8","","-3.4","","89","","7","","35","","9.7","","100.19","","","","-9","","Freezing Rain"
"2016-02-24 21:00","2016","02","24","21:00","-1.7","","-3.3","","89","","6","","34","","8.1","","100.03","","","","-9","","Snow,Ice Pellets"
"2016-02-24 22:00","2016","02","24","22:00","-1.3","","-2.7","","90","","8","","35","","12.9","","99.81","","","","-9","","Freezing Rain"
"2016-02-24 23:00","2016","02","24","23:00","-1.2","","-2.9","","88","","7","","37","","12.9","","99.66","","","","-9","","Freezing Rain"
"2016-02-25 00:00","2016","02","25","00:00","-0.7","","-2.1","","90","","6","","33","","12.9","","99.43","","","","-8","","Freezing Rain"
"2016-02-25 01:00","2016","02","25","01:00","-0.3","","-1.4","","92","","7","","38","","12.9","","99.22","","","","-8","","Freezing Rain"
"2016-02-25 02:00","2016","02","25","02:00","-0.1","","-1.1","","93","","7","","32","","12.9","","98.94","","","","-7","","Freezing Rain"
"2016-02-25 03:00","2016","02","25","03:00","0.0","","-1.1","","92","","7","","28","","12.9","","98.79","","","","-6","","Freezing Rain"
"2016-02-25 04:00","2016","02","25","04:00","0.6","","-1.2","","88","","9","","28","","16.1","","98.75","","","","","","Rain"
"2016-02-25 05:00","2016","02","25","05:00","0.2","","-1.4","","89","","9","","41","","16.1","","98.35","","","","","","Rain"
"2016-02-25 06:00","2016","02","25","06:00","0.1","","-1.8","","87","","7","","38","","19.3","","98.23","","","","","","NA"
"2016-02-25 07:00","2016","02","25","07:00","0.2","","-1.6","","88","","7","","30","","24.1","","98.16","","","","","","Cloudy"
"2016-02-25 08:00","2016","02","25","08:00","0.3","","-1.3","","89","","7","","22","","40.2","","98.04","","","","","","NA"
"2016-02-25 09:00","2016","02","25","09:00","0.3","","-1.0","","91","","11","","14","","24.1","","98.00","","","","","","Rain"
"2016-02-25 10:00","2016","02","25","10:00","0.2","","-0.8","","93","","8","","24","","32.2","","97.90","","","","","","Cloudy"
"2016-02-25 11:00","2016","02","25","11:00","0.2","","-0.8","","93","","7","","20","","16.1","","97.78","","","","","","Rain"
"2016-02-25 12:00","2016","02","25","12:00","0.1","","-0.8","","94","","9","","20","","16.1","","97.80","","","","","","NA"
"2016-02-25 13:00","2016","02","25","13:00","-0.2","","-1.1","","94","","7","","16","","9.7","","97.63","","","","-5","","Freezing Rain"
"2016-02-25 14:00","2016","02","25","14:00","-0.3","","-1.0","","95","","9","","13","","6.4","","97.56","","","","-4","","Freezing Rain,Fog"
"2016-02-25 15:00","2016","02","25","15:00","-0.1","","-0.8","","95","","11","","15","","4.8","","97.50","","","","-5","","Freezing Rain,Fog"
"2016-02-25 16:00","2016","02","25","16:00","-0.4","","-1.1","","95","","11","","12","","6.4","","97.53","","","","-4","","Freezing Rain,Fog"
"2016-02-25 17:00","2016","02","25","17:00","-0.5","","-1.2","","95","","13","","6","","4.8","","97.49","","","","-3","","Freezing Rain,Fog"
"2016-02-25 18:00","2016","02","25","18:00","-0.4","","-1.0","","96","","21","","9","","6.4","","97.50","","","","-4","","Freezing Rain,Fog"
"2016-02-25 19:00","2016","02","25","19:00","-0.4","","-1.0","","96","","17","","7","","2.4","","97.50","","","","-3","","Snow"
"2016-02-25 20:00","2016","02","25","20:00","-0.5","","-0.9","","97","","22","","20","","6.4","","97.49","","","","-6","","Snow"
"2016-02-25 21:00","2016","02","25","21:00","-0.6","","-1.3","","95","","25","","15","","8.1","","97.51","","","","-5","","Snow"
"2016-02-25 22:00","2016","02","25","22:00","-0.4","","-3.6","","79","","27","","14","","19.3","","97.59","","","","-5","","Cloudy"
"2016-02-25 23:00","2016","02","25","23:00","-1.1","","-3.6","","83","","25","","23","","19.3","","97.69","","","","-7","","NA"
"2016-02-26 00:00","2016","02","26","00:00","-1.3","","-4.0","","82","","25","","16","","19.3","","97.80","","","","-6","","NA"
"2016-02-26 01:00","2016","02","26","01:00","-2.0","","-5.2","","79","","27","","26","","19.3","","97.89","","","","-9","","Cloudy"
"2016-02-26 02:00","2016","02","26","02:00","-3.0","","-6.8","","75","","28","","26","","16.1","","98.05","","","","-10","","NA"
"2016-02-26 03:00","2016","02","26","03:00","-4.2","","-7.8","","76","","28","","27","","19.3","","98.17","","","","-12","","Snow"
"2016-02-26 04:00","2016","02","26","04:00","-5.7","","-10.3","","70","","26","","24","","19.3","","98.33","","","","-13","","Snow"
"2016-02-26 05:00","2016","02","26","05:00","-7.7","","-11.9","","72","","26","","28","","19.3","","98.50","","","","-16","","NA"
"2016-02-26 06:00","2016","02","26","06:00","-9.0","","-12.7","","75","","25","","33","","19.3","","98.67","","","","-19","","NA"
"2016-02-26 07:00","2016","02","26","07:00","-10.1","","-13.7","","75","","24","","27","","24.1","","98.81","","","","-19","","Mostly Cloudy"
"2016-02-26 08:00","2016","02","26","08:00","-11.3","","-15.2","","73","","25","","33","","32.2","","98.99","","","","-22","","NA"
"2016-02-26 09:00","2016","02","26","09:00","-11.1","","-15.6","","70","","25","","30","","32.2","","99.15","","","","-21","","NA"
"2016-02-26 10:00","2016","02","26","10:00","-11.3","","-15.9","","69","","25","","32","","32.2","","99.26","","","","-22","","Mostly Cloudy"
"2016-02-26 11:00","2016","02","26","11:00","-10.5","","-15.2","","69","","25","","30","","32.2","","99.37","","","","-20","","NA"
"2016-02-26 12:00","2016","02","26","12:00","-10.2","","-15.2","","67","","25","","28","","32.2","","99.45","","","","-19","","NA"
"2016-02-26 13:00","2016","02","26","13:00","-8.7","","-14.3","","64","","27","","29","","32.2","","99.51","","","","-18","","Mainly Clear"
"2016-02-26 14:00","2016","02","26","14:00","-7.8","","-13.9","","62","","25","","27","","32.2","","99.61","","","","-16","","NA"
"2016-02-26 15:00","2016","02","26","15:00","-7.5","","-14.4","","58","","29","","28","","32.2","","99.72","","","","-16","","NA"
"2016-02-26 16:00","2016","02","26","16:00","-8.1","","-15.0","","58","","28","","28","","48.3","","99.85","","","","-17","","Mainly Clear"
"2016-02-26 17:00","2016","02","26","17:00","-9.1","","-16.2","","57","","27","","29","","48.3","","99.96","","","","-18","","NA"
"2016-02-26 18:00","2016","02","26","18:00","-9.8","","-16.6","","58","","27","","26","","48.3","","100.12","","","","-19","","NA"
"2016-02-26 19:00","2016","02","26","19:00","-10.1","","-16.3","","61","","26","","25","","24.1","","100.24","","","","-19","","Mostly Cloudy"
"2016-02-26 20:00","2016","02","26","20:00","-10.9","","-16.6","","63","","25","","18","","24.1","","100.30","","","","-19","","NA"
"2016-02-26 21:00","2016","02","26","21:00","-12.3","","-17.1","","68","","24","","21","","24.1","","100.40","","","","-21","","NA"
"2016-02-26 22:00","2016","02","26","22:00","-12.7","","-17.8","","66","","25","","23","","24.1","","100.46","","","","-22","","Clear"
"2016-02-26 23:00","2016","02","26","23:00","-13.8","","-18.2","","70","","23","","18","","24.1","","100.49","","","","-22","","NA"
"2016-02-27 00:00","2016","02","27","00:00","-14.2","","-18.5","","70","","24","","19","","24.1","","100.51","","","","-23","","NA"
"2016-02-27 01:00","2016","02","27","01:00","-14.5","","-18.7","","71","","23","","14","","24.1","","100.57","","","","-22","","Mostly Cloudy"
"2016-02-27 02:00","2016","02","27","02:00","-14.4","","-18.9","","69","","23","","17","","24.1","","100.59","","","","-23","","NA"
"2016-02-27 03:00","2016","02","27","03:00","-15.0","","-18.8","","73","","22","","14","","24.1","","100.59","","","","-23","","NA"
"2016-02-27 04:00","2016","02","27","04:00","-15.6","","-18.8","","77","","24","","14","","24.1","","100.56","","","","-23","","Mainly Clear"
"2016-02-27 05:00","2016","02","27","05:00","-15.9","","-19.1","","77","","24","","13","","24.1","","100.57","","","","-23","","NA"
"2016-02-27 06:00","2016","02","27","06:00","-15.9","","-18.8","","79","","26","","12","","24.1","","100.54","","","","-23","","NA"
"2016-02-27 07:00","2016","02","27","07:00","-16.6","","-19.4","","79","","24","","7","","48.3","","100.53","","","","-22","","Mainly Clear"
"2016-02-27 08:00","2016","02","27","08:00","-14.0","","-17.4","","76","","23","","11","","48.3","","100.49","","","","-20","","NA"
"2016-02-27 09:00","2016","02","27","09:00","-12.6","","-16.0","","76","","27","","9","","40.2","","100.47","","","","-18","","NA"
"2016-02-27 10:00","2016","02","27","10:00","-10.0","","-14.5","","70","","26","","11","","40.2","","100.35","","","","-16","","Mostly Cloudy"
"2016-02-27 11:00","2016","02","27","11:00","-7.5","","-13.6","","62","","23","","32","","40.2","","100.16","","","","-17","","NA"
"2016-02-27 12:00","2016","02","27","12:00","-6.6","","-12.7","","62","","22","","23","","32.2","","99.99","","","","-14","","NA"
"2016-02-27 13:00","2016","02","27","13:00","-5.1","","-10.5","","66","","22","","23","","48.3","","99.79","","","","-12","","Cloudy"
"2016-02-27 14:00","2016","02","27","14:00","-3.9","","-9.4","","66","","23","","23","","40.2","","99.61","","","","-11","","NA"
"2016-02-27 15:00","2016","02","27","15:00","-3.0","","-8.1","","68","","22","","27","","17.7","","99.48","","","","-10","","Snow Showers"
"2016-02-27 16:00","2016","02","27","16:00","-2.5","","-7.6","","68","","21","","26","","24.1","","99.33","","","","-9","","Snow Showers"
"2016-02-27 17:00","2016","02","27","17:00","-1.8","","-7.5","","65","","22","","32","","19.3","","99.25","","","","-9","","Snow Showers"
"2016-02-27 18:00","2016","02","27","18:00","-2.1","","-6.0","","75","","22","","32","","3.2","","99.24","","","","-9","","Snow Showers,Blowing Snow"
"2016-02-27 19:00","2016","02","27","19:00","-2.7","","-3.8","","92","","22","","21","","0.8","","99.24","","","","-9","","Snow,Blowing Snow"
"2016-02-27 20:00","2016","02","27","20:00","-2.2","","-3.5","","91","","23","","31","","16.1","","99.15","","","","-9","","Snow,Blowing Snow"
"2016-02-27 21:00","2016","02","27","21:00","-1.3","","-3.2","","87","","23","","38","","6.4","","99.09","","","","-9","","Freezing Drizzle,Ice Pellet Showers,Blowing Snow"
"2016-02-27 22:00","2016","02","27","22:00","-1.0","","-3.1","","86","","23","","39","","8.1","","99.04","","","","-9","","Fog"
"2016-02-27 23:00","2016","02","27","23:00","-0.5","","-2.9","","84","","24","","41","","9.7","","98.99","","","","-8","","Snow Showers"
"2016-02-28 00:00","2016","02","28","00:00","0.2","","-2.7","","81","","25","","37","","9.7","","99.03","","","","","","Snow"
"2016-02-28 01:00","2016","02","28","01:00","-2.3","","-4.6","","84","","30","","34","","2.4","","99.24","","","","-10","","Snow,Blowing Snow"
"2016-02-28 02:00","2016","02","28","02:00","-3.0","","-7.2","","73","","29","","26","","12.9","","99.34","","","","-10","","Snow"
"2016-02-28 03:00","2016","02","28","03:00","-3.8","","-7.8","","74","","27","","17","","24.1","","99.53","","","","-10","","Snow"
"2016-02-28 04:00","2016","02","28","04:00","-6.8","","-16.3","","47","","30","","18","","24.1","","99.73","","","","-13","","Cloudy"
"2016-02-28 05:00","2016","02","28","05:00","-8.3","","-15.6","","56","","29","","13","","24.1","","99.88","","","","-14","","NA"
"2016-02-28 06:00","2016","02","28","06:00","-9.1","","-16.2","","57","","29","","15","","32.2","","100.03","","","","-16","","NA"
"2016-02-28 07:00","2016","02","28","07:00","-9.9","","-17.1","","56","","33","","12","","48.3","","100.16","","","","-16","","Mostly Cloudy"
"2016-02-28 08:00","2016","02","28","08:00","-10.2","","-17.8","","54","","33","","14","","48.3","","100.26","","","","-17","","NA"
"2016-02-28 09:00","2016","02","28","09:00","-10.0","","-17.9","","53","","34","","15","","48.3","","100.31","","","","-17","","NA"
"2016-02-28 10:00","2016","02","28","10:00","-9.2","","-17.6","","51","","35","","10","","48.3","","100.31","","","","-14","","Mostly Cloudy"
"2016-02-28 11:00","2016","02","28","11:00","-9.2","","-18.8","","46","","31","","13","","48.3","","100.35","","","","-15","","NA"
"2016-02-28 12:00","2016","02","28","12:00","-8.7","","-18.6","","45","","24","","8","","48.3","","100.32","","","","-13","","NA"
"2016-02-28 13:00","2016","02","28","13:00","-7.9","","-17.9","","45","","20","","7","","48.3","","100.25","","","","-12","","Cloudy"
"2016-02-28 14:00","2016","02","28","14:00","-7.6","","-16.8","","48","","19","","17","","48.3","","100.23","","","","-14","","NA"
"2016-02-28 15:00","2016","02","28","15:00","-7.8","","-15.8","","53","","20","","11","","32.2","","100.22","","","","-13","","Snow"
"2016-02-28 16:00","2016","02","28","16:00","-8.2","","-14.5","","61","","19","","11","","16.1","","100.24","","","","-13","","Snow"
"2016-02-28 17:00","2016","02","28","17:00","-8.8","","-13.2","","71","","19","","5","","1.6","","100.23","","","","-12","","Snow"
"2016-02-28 18:00","2016","02","28","18:00","-9.5","","-11.6","","85","","34","","5","","1.6","","100.22","","","","-12","","Snow"
"2016-02-28 19:00","2016","02","28","19:00","-9.0","","-10.8","","87","","4","","10","","4.0","","100.19","","","","-14","","Snow"
"2016-02-28 20:00","2016","02","28","20:00","-8.7","","-10.8","","85","","6","","20","","4.8","","100.09","","","","-16","","Snow"
"2016-02-28 21:00","2016","02","28","21:00","-8.6","","-11.1","","82","","7","","26","","8.1","","99.95","","","","-17","","Snow"
"2016-02-28 22:00","2016","02","28","22:00","-8.6","","-11.1","","82","","7","","39","","3.6","","99.80","","","","-19","","Snow Showers,Blowing Snow"
"2016-02-28 23:00","2016","02","28","23:00","-9.0","","-11.2","","84","","7","","34","","3.2","","99.63","","","","-19","","Snow,Blowing Snow"
"2016-02-29 00:00","2016","02","29","00:00","-8.9","","-11.6","","81","","7","","27","","6.4","","99.47","","","","-18","","Snow,Blowing Snow"
"2016-02-29 01:00","2016","02","29","01:00","-8.8","","-11.5","","81","","7","","35","","4.8","","99.34","","","","-19","","Snow,Blowing Snow"
"2016-02-29 02:00","2016","02","29","02:00","-9.1","","-11.3","","84","","7","","36","","0.8","","99.23","","","","-19","","Moderate Snow,Blowing Snow"
"2016-02-29 03:00","2016","02","29","03:00","-9.1","","-11.8","","81","","6","","39","","4.8","","99.11","","","","-19","","Snow,Blowing Snow"
"2016-02-29 04:00","2016","02","29","04:00","-9.4","","-11.6","","84","","6","","37","","0.6","","99.05","","","","-20","","Moderate Snow,Blowing Snow"
"2016-02-29 05:00","2016","02","29","05:00","-9.5","","-11.6","","85","","7","","32","","0.6","","98.95","","","","-19","","Moderate Snow,Blowing Snow"
"2016-02-29 06:00","2016","02","29","06:00","-9.7","","-11.8","","85","","7","","36","","0.8","","98.79","","","","-20","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 07:00","2016","02","29","07:00","-9.6","","-11.7","","85","","7","","28","","1.0","","98.73","","","","-19","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 08:00","2016","02","29","08:00","-9.4","","-11.6","","84","","7","","37","","1.2","","98.65","","","","-20","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 09:00","2016","02","29","09:00","-9.2","","-11.4","","84","","7","","23","","1.6","","98.61","","","","-17","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 10:00","2016","02","29","10:00","-8.6","","-10.8","","84","","8","","21","","1.6","","98.56","","","","-16","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 11:00","2016","02","29","11:00","-7.9","","-9.9","","86","","8","","14","","1.6","","98.53","","","","-14","","Snow,Ice Pellets,Blowing Snow"
"2016-02-29 12:00","2016","02","29","12:00","-7.6","","-9.4","","87","","6","","4","","12.9","","98.63","","","","-10","","Snow"
"2016-02-29 13:00","2016","02","29","13:00","-6.8","","-9.5","","81","","10","","6","","24.1","","98.70","","","","-10","","Cloudy"
"2016-02-29 14:00","2016","02","29","14:00","-5.8","","-8.9","","79","","25","","5","","24.1","","98.83","","","","-8","","NA"
"2016-02-29 15:00","2016","02","29","15:00","-4.5","","-7.4","","80","","23","","18","","24.1","","98.84","","","","-11","","NA"
"2016-02-29 16:00","2016","02","29","16:00","-3.6","","-6.9","","78","","26","","19","","24.1","","98.93","","","","-10","","Mostly Cloudy"
"2016-02-29 17:00","2016","02","29","17:00","-2.8","","-5.6","","81","","25","","11","","32.2","","98.95","","","","-7","","Snow Grains"
"2016-02-29 18:00","2016","02","29","18:00","-1.8","","-3.7","","87","","24","","28","","8.1","","99.05","","","","-9","","Snow Grains"
"2016-02-29 19:00","2016","02","29","19:00","-1.9","","-4.4","","83","","24","","21","","8.1","","99.06","","","","-8","","Snow"
"2016-02-29 20:00","2016","02","29","20:00","-2.0","","-3.6","","89","","23","","28","","4.8","","99.07","","","","-9","","Snow,Blowing Snow"
"2016-02-29 21:00","2016","02","29","21:00","-1.6","","-3.6","","86","","24","","26","","12.9","","99.04","","","","-8","","Snow"
"2016-02-29 22:00","2016","02","29","22:00","-1.5","","-3.5","","86","","23","","19","","24.1","","98.94","","","","-7","","Snow Showers"
"2016-02-29 23:00","2016","02","29","23:00","-0.6","","-2.7","","86","","24","","27","","16.1","","98.88","","","","-7","","Snow Showers"
